accession	scaffold_count	gc_count	longest_scaffold	gc_percentage	total_gap_length	genome_size	n50_contigs	n50_scaffolds	l50_scaffolds	contig_count	ambiguous_bases	longest_contig	l50_contigs	mean_scaffold_length	mean_contig_length	trna_aa_count	trna_selenocysteine_count	trna_count	checkm_completeness	checkm_contamination	protein_count	coding_bases	coding_density	ssu_count	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	lsu_5s_count	ncbi_taxonomy	gtdb_genome_representative	gtdb_representative	ncbi_taxonomy_unfiltered	ncbi_type_material	ncbi_biosample	ncbi_total_gap_length	ncbi_molecule_count	ncbi_date	ncbi_submitter	ncbi_ncrna_count	ncbi_scaffold_n50	ncbi_assembly_name	ncbi_scaffold_n75	ncbi_protein_count	ncbi_assembly_type	ncbi_rrna_count	ncbi_genbank_assembly_accession	ncbi_total_length	ncbi_unspanned_gaps	ncbi_taxid	ncbi_trna_count	ncbi_genome_representation	ncbi_spanned_gaps	ncbi_translation_table	ncbi_scaffold_n90	ncbi_contig_count	ncbi_organism_name	ncbi_contig_n50	ncbi_ungapped_length	ncbi_scaffold_l50	ncbi_ssu_count	ncbi_scaffold_count	ncbi_assembly_level	ncbi_refseq_category	ncbi_species_taxid	ncbi_isolate	ncbi_wgs_master	ncbi_bioproject	ncbi_seq_rel_date	ncbi_isolation_source	ncbi_country	ncbi_lat_lon	ncbi_strain_identifiers	ssu_gg_taxonomy	ssu_gg_blast_bitscore	ssu_gg_blast_subject_id	ssu_gg_blast_perc_identity	ssu_gg_blast_evalue	ssu_gg_blast_align_len	ssu_gg_query_id	ssu_gg_length	ssu_silva_blast_bitscore	ssu_silva_taxonomy	ssu_silva_blast_subject_id	ssu_silva_blast_align_len	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	lsu_5s_query_id	lsu_5s_length	lsu_5s_contig_len	gtdb_taxonomy	mimag_high_quality	gtdb_cluster_size	gtdb_clustered_genomes	gtdb_type_material
RS_GCF_000762265.1	1	1012813	2449987	41.339525475	0	2449987	2449987	2449987	1	1	0	2449987	1	2449987	2449987	20	0	45	100	0	2403	2045404	83.4863205397	2	188	p__Euryarchaeota (UID3)	125	0	3	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	RS_GCF_000762265.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	f	SAMN03085433	0	1	2014-10-2	PGgRc	0	none	ASM76226v1	none	2367	n/a	7	GCA_000762265.1	2449987	0	2162	44	full	0	11	none	none	Methanobacterium formicicum	none	2449987	none	2	none	Complete Genome	representative genome	2162	none	none	PRJNA224116	2014/10/02	rumen contents	New Zealand	40.3350 S 175.6117 E	BRM9	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	2715	198	99.932	0	1473	NZ_CP006933.1	1474	2721	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum	CP006933.750440.751913	1473	0	100	NZ_CP006933.1-#2	118	2449987	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	t	10	GB_GCA_001509005.1;U_65452;RS_GCF_000953115.1;U_72809;U_72755;GB_GCA_001316325.1;U_73654;GB_GCA_002496545.1;U_66722;RS_GCF_000762265.1	f
RS_GCF_000217715.1	4	2838921	3668009	65.1836121221	0	4355268	3668009	3668009	1	4	0	3668009	1	1088817	1088817	20	0	49	99.57	0.38	4264	3718805	85.3863642834	3	417	f__Halobacteriaceae (UID96)	263	0	4	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger xanaduensis	RS_GCF_000217715.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger xanaduensis;st__Halopiger xanaduensis SH-6	t	SAMN02232028	0	4	2011-6-9	US DOE Joint Genome Institute	0	none	ASM21771v1	none	4178	n/a	10	GCA_000217715.1	4355268	0	797210	49	full	0	11	none	none	Halopiger xanaduensis SH-6	none	4355268	none	3	none	Complete Genome	representative genome	387343	none	none	PRJNA224116	2011/06/09	sediment of Lake Shangmatala	China	43.2 N 114.016 E	SH-6	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopiger;s__xanaduensis	2689	4176865	99.728	0	1468	NC_015666.1	1469	2713	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halopiger;Halopiger xanaduensis SH-6	CP002839.1300034.1301504	1469	0	100	NC_015666.1-#3	113	3668009	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopiger;s__Halopiger xanaduensis	t	1	RS_GCF_000217715.1	t
RS_GCF_000020905.1	1	618980	1365223	45.3391130973	0	1365223	1365223	1365223	1	1	0	1365223	1	1365223	1365223	19	0	47	100	0	1434	1207116	88.4189615909	1	245	c__Thermoprotei (UID148)	158	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus	RS_GCF_000020905.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus;st__Desulfurococcus amylolyticus 1221n	t	SAMN02603098	0	1	2008-12-24	Centre 'Bioengineering' RAS	0	none	ASM2090v1	none	1408	n/a	3	GCA_000020905.1	1365223	0	490899	47	full	0	11	none	none	Desulfurococcus amylolyticus 1221n	none	1365223	none	1	none	Complete Genome	representative genome	94694	none	none	PRJNA224116	2008/12/24	none	none	none	1221n	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__kamchatkensis	2732	4478889	99.665	0	1494	NC_011766.1	1495	2760	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus kamchatkensis 1221n	CP001140.961526.963021	1494	0	100	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus	f	2	RS_GCF_000513855.1;RS_GCF_000020905.1	t
RS_GCF_000404225.1	1	796911	1931651	41.2554338232	0	1931651	1931651	1931651	1	1	0	1931651	1	1931651	1931651	19	0	44	98.79	0.81	1855	1705451	88.2898101158	1	187	p__Euryarchaeota (UID3)	124	0	2	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis	RS_GCF_000404225.1	t	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis;st__Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	f	SAMN03081468	0	1	2013-6-3	Universite d'Auvergne	0	none	ASM40422v1	none	1831	n/a	4	GCA_000404225.1	1931651	0	1295009	44	full	0	11	none	none	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	none	1931651	none	1	none	Complete Genome	na	1406512	none	none	PRJNA224116	2013/06/03	enrichment culture from feces	France	none	Issoire-Mx1	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus;s__	2455	4361475	97.564	0	1437	NC_021353.1	1467	2710	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	CP005934.1478325.1479818	1467	0	100	NC_021353.1	115	1931651	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata_A;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	t	1	RS_GCF_000404225.1	f
RS_GCF_000013445.1	1	1600415	3544738	45.1490349921	0	3544738	3544738	3544738	1	1	0	3544738	1	3544738	3544738	20	0	51	99.02	0.33	3415	3135008	88.4411767527	4	234	p__Euryarchaeota (UID54)	153	0	4	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei	RS_GCF_000013445.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei;st__Methanospirillum hungatei JF-1	t	SAMN02598287	0	1	2006-2-17	DOE Joint Genome Institute	0	none	ASM1344v1	none	3361	n/a	14	GCA_000013445.1	3544738	0	323259	51	full	0	11	none	none	Methanospirillum hungatei JF-1	none	3544738	none	4	none	Complete Genome	representative genome	2203	none	none	PRJNA224116	2006/02/17	none	none	none	JF-1	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	2699	142524	99.932	0	1464	NC_007796.1-#2	1465	2704	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei JF-1	CP000254.39814.41279	1464	0	100	NC_007796.1-#3	309	3544738	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei	t	3	RS_GCF_000013445.1;GB_GCA_002496135.1;U_66783	t
RS_GCF_000517445.1	1	788902	1957742	40.2965252827	0	1957742	1957742	1957742	1	1	0	1957742	1	1957742	1957742	20	0	46	94.55	0.5	2136	1794533	91.6634061076	1	299	p__Euryarchaeota (UID4)	202	100	2	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus paralvinellae	RS_GCF_000517445.1	t	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus paralvinellae	t	SAMN03081513	0	1	2014-1-10	Kyung Hee University	0	none	ASM51744v1	none	2098	n/a	4	GCA_000517445.1	1957742	0	582419	46	full	0	11	none	none	Thermococcus paralvinellae	none	1957742	none	1	none	Complete Genome	representative genome	582419	none	none	PRJNA224116	2014/01/10	none	none	none	ES1	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__barophilus	2667	1879068	98.865	0	1498	NZ_CP006965.1	1494	2758	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. ES1	CP006965.965188.966680	1493	0	100	NZ_CP006965.1-#2	103	1957742	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B paralvinellae	t	1	RS_GCF_000517445.1	t
RS_GCF_000336695.1	167	1909782	200468	63.8449974075	277	2991556	70495	70502	14	167	0	200455	14	17913	17911	19	0	44	97.8	0	3175	2607931	87.176405857	1	359	f__Halobacteriaceae (UID84)	235	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus morrhuae	RS_GCF_000336695.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus morrhuae;st__Halococcus morrhuae DSM 1307	t	SAMN02471675	0	0	2013-2-4	University of California, Davis	0	none	ASM33669v1	none	3021	n/a	3	GCA_000336695.1	2991556	0	931277	43	full	0	11	none	167	Halococcus morrhuae DSM 1307	70502	2991556	none	1	none	Contig	representative genome	2250	none	AOMC00000000.1	PRJNA224116	2013/02/04	none	none	none	DSM 1307	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halococcus;s__	2702	687	99.796	0	1473	NZ_AOMC01000054.1	1473	2719	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halococcus;Halococcus morrhuae	AB663368.1.1474	1472	0	100	NZ_AOMC01000054.1	104	138057	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus morrhuae	t	1	RS_GCF_000336695.1	t
RS_GCF_000404165.1	1	580246	1998189	29.0385944473	0	1998189	1998189	1998189	1	1	0	1998189	1	1998189	1998189	19	0	35	100	0	1702	1532907	76.7148152652	3	188	p__Euryarchaeota (UID3)	125	0	3	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	RS_GCF_000404165.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp. AbM4	f	SAMN02602974	0	1	2013-6-3	AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre	0	none	ASM40416v1	none	1690	n/a	9	GCA_000404165.1	1998189	0	224719	36	full	0	11	none	none	Methanobrevibacter sp. AbM4	none	1998189	none	3	none	Complete Genome	na	224719	none	none	PRJNA224116	2013/06/03	rumen	none	none	AbM4	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	2599	103975	99.718	0	1420	NC_021355.1	1475	2680	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter boviskoreani JH1	BAGX02000040.23.1486	1464	0	99.727	NC_021355.1-#2	110	1998189	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani	t	1	RS_GCF_000404165.1	f
RS_GCF_000214415.1	1	598904	1854197	32.2999120374	0	1854197	1854197	1854197	1	1	0	1854197	1	1854197	1854197	20	1	35	99.52	0	1822	1539095	83.0060128455	2	308	p__Euryarchaeota (UID5)	210	0	1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanotorris;s__Methanotorris igneus	RS_GCF_000214415.1	t	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanotorris;s__Methanotorris igneus;st__Methanotorris igneus Kol 5	t	SAMN00713627	0	1	2011-5-23	US DOE Joint Genome Institute	0	none	ASM21441v1	none	1802	n/a	6	GCA_000214415.1	1854197	0	880724	35	full	0	11	none	none	Methanotorris igneus Kol 5	none	1854197	none	2	none	Complete Genome	representative genome	2189	none	none	PRJNA224116	2011/05/23	shallow subarine vent system at the Kolbeinskey Ridge	Iceland	66.780217 N 18.480835 W	Kol 5	k__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__;g__;s__	2712	4362250	100	0	1468	NC_015562.1-#2	1469	2712	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanotorris;Methanotorris igneus Kol 5	CP002737.1395857.1397326	1468	0	100	NC_015562.1-#2	92	1854197	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanotorris;s__Methanotorris igneus	t	1	RS_GCF_000214415.1	t
RS_GCF_000245135.1	3	923888	1741614	35.0514149741	7	2635815	1741614	1741614	1	3	0	1741614	1	878605	878602	19	0	45	99.4	0	2980	2307535	87.5454081565	1	217	c__Thermoprotei (UID147)	168	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	RS_GCF_000022385.1	f	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;st__Sulfolobus islandicus M.16.13	f	SAMN02471814	0	0	2012-1-25	University of Illinois	0	none	ASM24513v2	none	2842	n/a	3	GCA_000245135.2	2635815	0	1132499	45	full	0	11	none	3	Sulfolobus islandicus M.16.13	1741614	2635815	none	1	none	Contig	na	43080	none	AHJM00000000.1	PRJNA224116	2012/01/25	Hot spring in Mutnovsky Volcano	Russia: Kamchatka	none	M.16.13	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__islandicus	2741	649969	99.799	0	1494	NZ_AHJM01000003.1	1493	2747	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus LAL14/1	CP003928.1036538.1038033	1494	0	99.866	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus_A;s__Sulfolobus_A islandicus	f	none	none	f
RS_GCF_001190965.1	5	2594172	2945391	66.2039671769	0	3918454	2945391	2945391	1	5	0	2945391	1	783690	783690	20	0	55	99.44	0	3862	3401161	86.7985435072	2	417	f__Halobacteriaceae (UID96)	263	0	2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	RS_GCF_001190965.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	f	SAMN03755233	0	5	2015-8-3	Universidade do Estado do Rio de Janeiro	0	none	ASM119096v1	none	3774	n/a	6	GCA_001190965.1	3918454	0	35746	55	full	0	11	none	none	Haloferax gibbonsii	none	3918454	none	2	none	Complete Genome	na	35746	none	none	PRJNA224116	2015/08/03	saline saltern	Brazil: Lagoa Vermelha	none	ARA6	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	2712	651042	99.932	0	1471	NZ_CP011947.1-#2	1472	2712	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax;Haloferax gibbonsii	AB663376.1.1473	1471	0	99.932	NZ_CP011947.1-#2	114	2945391	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	t	1	RS_GCF_001190965.1	f
RS_GCF_000263735.1	1	734586	1736885	42.2933009382	0	1736885	1736885	1736885	1	1	0	1736885	1	1736885	1736885	20	0	46	100	0	1831	1610149	92.7032589953	1	299	p__Euryarchaeota (UID4)	202	0	2	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__	RS_GCF_000263735.1	t	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus sp. ST04	f	SAMN02603491	0	1	2012-5-22	Kyung Hee University	0	none	ASM26373v1	none	1819	n/a	4	GCA_000263735.1	1736885	0	1183377	46	full	0	11	none	none	Pyrococcus sp. ST04	none	1736885	none	1	none	Complete Genome	na	1183377	none	none	PRJNA224116	2012/05/22	none	none	none	ST04	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__	2678	100556	99.727	0	1463	NC_017946.1	1496	2761	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus sp. ST04	CP003534.281505.283001	1495	0	100	NC_017946.1-#2	105	1736885	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__	t	1	RS_GCF_000263735.1	f
RS_GCF_000223905.1	3	2429489	2995271	62.4546498012	0	3890005	2995271	2995271	1	3	0	2995271	1	1296668	1296668	20	0	48	99.93	0.4	3908	3389232	87.1266746444	3	395	f__Halobacteriaceae (UID85)	250	0	4	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	RS_GCF_000223905.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica;st__Haloarcula hispanica ATCC 33960	t	SAMN02602960	0	3	2011-8-17	Institute of Microbiology, Chinese Academy of Sciences	0	none	ASM22390v1	none	3787	n/a	10	GCA_000223905.1	3890005	0	634497	46	full	0	11	none	none	Haloarcula hispanica ATCC 33960	none	3890005	none	3	none	Complete Genome	representative genome	51589	none	none	PRJNA224116	2011/08/17	none	none	none	CGMCC 1.2049	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__	2693	251952	99.728	0	1470	NC_015943.1	1471	2715	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloarcula;Haloarcula hispanica ATCC 33960	CP002922.8832.10303	1470	0	100	NC_015943.1	115	488918	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	t	2	GB_GCA_000815385.1;RS_GCF_000223905.1	t
RS_GCF_000979655.1	349	1670080	67430	41.6437678474	672	4011068	17893	20277	66	381	0	56046	73	11493	10525	20	0	55	99.67	1.31	3599	3027954	75.4899692551	1	228	p__Euryarchaeota (UID49)	153	0	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	RS_GCF_000970205.1	f	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	f	SAMN02708984	672	0	2015-4-23	University of Illinois at Urbana-Champaign	0	none	gtlEnvA5udCFS	none	3507	n/a	2	GCA_000979655.1	4011068	0	2209	54	full	32	11	none	381	Methanosarcina mazei	17893	4010396	none	1	none	Scaffold	na	2209	none	JJPM00000000.1	PRJNA224116	2015/04/23	sediment	USA: Columbia River Estuary; north of Astoria; OR	46.1597 N 123.8065 W	3.H.A.1A.1	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	2699	439	99.728	0	1473	NZ_JJPM01000158.1	1474	2710	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	AE008384.235306.236779	1473	0	99.864	NZ_JJPM01000347.1	98	4707	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	t	none	none	f
RS_GCF_000025685.1	5	2627643	2847757	65.479902315	0	4012900	2847757	2847757	1	5	0	2847757	1	802580	802580	20	0	51	99.57	0	4026	3442298	85.7808068978	2	417	f__Halobacteriaceae (UID96)	263	0	2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	RS_GCF_000025685.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii;st__Haloferax volcanii DS2	t	SAMN02604027	0	5	2010-3-23	TIGR	0	none	ASM2568v1	none	3964	n/a	6	GCA_000025685.1	4012900	0	309800	51	full	0	11	none	none	Haloferax volcanii DS2	none	4012900	none	2	none	Complete Genome	representative genome	2246	none	none	PRJNA224116	2010/03/23	none	none	none	DS2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	2678	651042	99.524	0	1471	NC_013967.1	1472	2717	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax;Haloferax volcanii DS2	CP001956.2770163.2771635	1471	0	100	NC_013967.1	114	2847757	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	t	1	RS_GCF_000025685.1	t
RS_GCF_000025505.1	1	969331	2196266	44.1354098274	0	2196266	2196266	2196266	1	1	0	2196266	1	2196266	2196266	20	0	50	100	0	2599	2027994	92.3382686797	1	228	p__Euryarchaeota (UID49)	153	0	1	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	RS_GCF_000025505.1	t	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus;st__Ferroglobus placidus DSM 10642	t	SAMN02598503	0	1	2010-2-16	US DOE Joint Genome Institute	0	none	ASM2550v1	none	2521	n/a	3	GCA_000025505.1	2196266	0	589924	50	full	0	11	none	none	Ferroglobus placidus DSM 10642	none	2196266	none	1	none	Complete Genome	representative genome	54261	none	none	PRJNA224116	2010/02/16	Derek Lovley (dlovley@microbio.umass.edu)	Italy	none	DSM 10642	k__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	2787	3171334	100	0	1509	NC_013849.1	1510	2787	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus DSM 10642	CP001899.1403988.1405498	1509	0	100	NC_013849.1	113	2196266	d__Archaea;p__Halobacterota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	t	1	RS_GCF_000025505.1	t
RS_GCF_001011115.1	2	1388766	2085482	62.8475412017	0	2209738	2085482	2085482	1	2	0	2085482	1	1104869	1104869	20	0	48	98.23	1.06	2259	1936752	87.6462277428	1	359	f__Halobacteriaceae (UID84)	235	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	RS_GCF_001011115.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	t	SAMN02899090	0	2	2015-5-21	C.N.R. - Institute for Coastal Marine Environment (IAMC)	0	none	ASM101111v1	none	2188	n/a	3	GCA_001011115.1	2209738	0	1604004	46	full	0	11	none	none	Halanaeroarchaeum sulfurireducens	none	2209738	none	1	none	Complete Genome	representative genome	1604004	none	none	PRJNA224116	2015/05/21	anoxic sediment	Russia: Kulunda Steppe	51.70 N 79.77 E	HSR2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorhabdus;s__	2579	342974	98.96	0	1442	NZ_CP008874.1	1472	2579	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;uncultured;uncultured archaeon	EU722663.1.1444	1442	0	98.96	NZ_CP008874.1	115	2085482	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	t	1	RS_GCF_001011115.1	t
